DriverName,Hostname,MACAddressVendor,TCPListeningPorts
,,"[""VMware, Inc""]","[135, 139, 403, 445, 1332, 3060, 3387, 3389, 4255, 5241, 5985, 6543, 8082, 9111, 12315, 22350, 22352, 27000, 30064, 47001, 49664, 49665, 54943, 54944, 54947, 54948, 54962, 54967, 54980, 55003, 55501, 59179, 62206]"
"""ethernetip""",,"[""Rockwell Automation""]",
,,"[""VMware, Inc""]","[135, 139, 403, 445, 1332, 2221, 3060, 3387, 3389, 4241, 4244, 4245, 4255, 5241, 5357, 5670, 5698, 5699, 5985, 6543, 7111, 7147, 7153, 9111, 12315, 22350, 22352, 27000, 30064, 44818, 47001, 49664, 49665, 49666, 49667, 49668, 49669, 49685, 49701, 49707, 49716, 53384, 53387, 54967]"
,,"[""Dell Inc""]",
,,"[""VMware, Inc""]",
"""red_lion.ntron""","""N-TRON Switch f2:79:10""","[""Red Lion Controls, LP""]","[80, 44818]"
"""ethernetip""",,"[""Rockwell Automation""]",
"""schneider.scadapack""",,"[""Control Microsystems""]",
"""ethernetip""",,"[""Rockwell Automation""]",
"""ethernetip""",,"[""Rockwell Automation""]",
,"""fw-mgmt-pcn-clgr-q9-01""","[""VMware, Inc""]",
"""weidmuller.ie_cs""",,"[""Weidmüller Interface GmbH & Co. KG""]",
,,"[""Caterpillar, Inc""]",
"""ethernetip""",,"[""Rockwell Automation""]",
"""palo_alto_networks.panos""","""fw-pcn-sprvr-1328-admin-01""","[""Palo Alto Networks""]",
"""palo_alto_networks.panos""","""fw-pcn-oldman-1024-admin-01""","[""Palo Alto Networks""]",
,,"[""Control Microsystems""]",
,,"[""VMware, Inc""]","[80, 135, 139, 403, 443, 445, 1332, 2221, 2222, 3060, 3389, 4241, 4244, 4245, 4255, 4840, 4990, 5241, 5354, 5698, 5699, 5799, 5898, 5985, 6543, 7110, 7111, 7113, 7147, 7149, 7150, 7153, 9111, 12315, 21027, 22350, 22352, 27000, 30064, 44818, 47001, 49664, 49665, 53091, 53094, 53111, 53115, 53122, 53137, 53152, 53184, 53215, 53349, 54967, 55254, 55273]"
,,"[""VMware, Inc""]","[80, 135, 139, 403, 445, 808, 1332, 2221, 3060, 3389, 4241, 4245, 4255, 5241, 5900, 5985, 6543, 7153, 8082, 9111, 22350, 22352, 27000, 44818, 47001, 49664, 49665, 54967, 61793, 61796, 61797, 61804, 61834, 61861, 61864, 61869, 61893]"
"""snmp.generic""","""ESW-2900-1""","[""Cisco Systems, Inc""]",
"""emerson.roc.floboss""",,"[""Spectra - Tek""]",
"""ethernetip""",,"[""Rockwell Automation""]",
,,"[""VMware, Inc""]","[22, 53, 443, 2222, 2223, 2224, 2377, 7946, 9200]"
"""ethernetip""",,"[""Rockwell Automation""]",
,,"[""Bristol Babcock, Inc""]",
"""ethernetip""",,"[""Rockwell Automation""]",
"""ethernetip""",,"[""Rockwell Automation""]",
"""ethernetip""",,"[""Rockwell Automation""]",
"""ethernetip""",,"[""Vacon Plc""]",
"""schneider.scadapack""",,"[""Control Microsystems""]",
,,"[""Dell Inc""]",
,,"[""Bristol Babcock, Inc""]",
"""ethernetip""",,"[""Rockwell Automation""]",
,,"[""Bristol Babcock, Inc""]",
,,"[""NetApp""]",
,,"[""Caterpillar, Inc""]",
"""emerson.fb3000""",,,
"""ethernetip""",,"[""Red Lion Controls Inc""]",
"""ethernetip""",,"[""Westronic Systems Inc""]",
"""emerson.roc.floboss""",,"[""Spectra - Tek""]",
"""cisco.ios""","""sw-pcn-rest-0316-jbcomm1-01""","[""Rockwell Automation""]","[22, 80, 443, 4786, 44818]"
,,"[""Microchip Technology Inc""]",
"""juniper_networks.junos""","""sw-pcn-nigcr-c46c-admin-01""","[""Xerox Corporation"", ""Juniper Networks""]",
"""snmp.generic""","""ESW-8200C-2.ot.tourmalineoil.com""","[""Cisco Systems, Inc""]",
"""ethernetip""",,"[""Rockwell Automation""]",
"""ethernetip""",,"[""Vacon Plc""]",
"""snmp.generic""","""ESW-2200-1.ot.tourmalineoil.com""","[""Cisco Systems, Inc""]",
"""ethernetip""",,"[""Vacon Plc""]",
"""ethernetip""",,,
"""ethernetip""",,"[""Red Lion Controls Inc""]",
"""ethernetip""",,"[""Rockwell Automation""]",
,,"[""Dell Inc""]",
"""ethernetip""",,"[""Caterpillar, Inc""]",
"""emerson.fb3000""",,"[""Bristol Babcock, Inc""]",
"""ethernetip""",,"[""Rockwell Automation""]",
,,"[""Eaton Corporation""]",
"""ethernetip""",,"[""Rockwell Automation""]",
,,"[""Dell Inc""]",
"""snmp.generic""","""idrac-D2C4MH3""","[""Dell Inc""]",
"""ethernetip""",,"[""Rockwell Automation""]",
"""ethernetip""",,"[""Rockwell Automation"", ""Prosoft Technology, Inc""]",
,,"[""VMware, Inc""]",
"""ethernetip""",,"[""Rockwell Automation""]",
,,"[""Control Microsystems""]",
"""ethernetip""",,"[""Rockwell Automation""]",
"""palo_alto_networks.panos""","""fw-pcn-NigCr-c46c-admin-01""","[""Palo Alto Networks""]",
,,"[""APC by Schneider Electric""]",
,,"[""VMware, Inc""]","[22, 53, 2377, 7946, 8339]"
"""snmp.generic""","""sw-pcn-laprise-d27i-truckout-01.ot.tourmalineoil.com""","[""Cisco Systems, Inc""]",
"""juniper_networks.junos""","""sw-pcn-sundance-1507-mcc1-02""","[""Xerox Corporation"", ""Juniper Networks""]",
"""ethernetip""",,"[""Rockwell Automation""]",
"""ethernetip""",,"[""Rockwell Automation""]",
,,"[""Caterpillar, Inc""]",
,"""ACA11ASVR001.ot.tourmalineoil.com""","[""VMware, Inc"", ""Dell Inc""]",
"""ethernetip""",,"[""Rockwell Automation""]",
,,"[""VMware, Inc""]","[80, 135, 139, 403, 445, 1332, 2221, 3060, 3061, 3389, 4241, 4245, 4255, 5241, 5898, 5900, 5985, 6543, 7111, 7147, 7153, 9111, 22350, 22352, 27000, 30064, 44818, 47001, 49664, 49665, 54967, 57503, 57505, 57506, 57511, 57537, 57555, 57569, 57571, 57635]"
"""ethernetip""",,"[""Red Lion Controls, LP""]",
"""snmp.generic""",,"[""Microhard Systems Inc""]",
,,"[""VMware, Inc""]",
"""weidmuller.ie_cs""",,"[""Weidmüller Interface GmbH & Co. KG""]",
"""emerson.roc.floboss""",,"[""Spectra - Tek""]",
,"""idrac-D8KNWM3""","[""Dell Inc""]",
"""snmp.generic""","""HO-16-17-NAS""","[""Synology Incorporated""]","[22, 80, 139, 161, 443, 445, 554, 3262, 4700, 5000, 5001, 5432, 5510, 33692, 48852, 48854]"
,,"[""Axis Communications AB""]",
"""red_lion.ntron""","""N-TRON Switch K2000""","[""Red Lion Controls, LP""]","[80, 44818]"
"""ethernetip""",,"[""Red Lion Controls Inc""]",
"""ethernetip""",,"[""Rockwell Automation""]",
"""ethernetip""",,"[""Rockwell Automation""]",
"""ethernetip""",,"[""Rockwell Automation""]",
"""juniper_networks.junos""","""sw-pcn-spirit-1328-admin-01""","[""Xerox Corporation"", ""Juniper Networks""]",
,,"[""Smith Meter, Inc""]",
,,"[""Microhard Systems Inc""]",
,,"[""VMware, Inc""]",
"""cisco.ios""",,"[""Cisco Systems, Inc""]","[22, 443]"
"""schneider.scadapack""",,"[""Control Microsystems""]",
"""emerson.fb3000""",,,
"""schneider.scadapack""",,"[""Control Microsystems""]",
,,"[""VMware, Inc""]","[80, 135, 139, 403, 443, 445, 1332, 2221, 2222, 3060, 3389, 4241, 4244, 4245, 4255, 5241, 5357, 5698, 5699, 5799, 5898, 5985, 6543, 7111, 7147, 7153, 8141, 9111, 12315, 21027, 22350, 22352, 27000, 30064, 44818, 47001, 49664, 49665, 54467, 54470, 54471, 54472, 54511, 54539, 54544, 54549, 54738, 54967]"
,,"[""Westronic Systems Inc""]",
,"""idrac-FSGVQN3""","[""Dell Inc""]",
"""digi.portserver""","""morad""","[""DigiBoard""]",
"""ethernetip""",,"[""Rockwell Automation""]",
,,"[""Siemens AG""]",
"""ethernetip""",,"[""Caterpillar, Inc""]",
"""ethernetip""",,"[""Rockwell Automation""]",
,,"[""VMware, Inc""]","[53, 88, 135, 139, 389, 445, 464, 593, 636, 3268, 3269, 3389, 5985, 9389, 12388, 12389, 12390, 12391, 12392, 12636, 13268, 13269, 47001, 49664, 49665, 61852, 61853, 61858, 61859, 61860, 61861, 61862, 61867, 61893, 61936, 61949, 61989]"
"""onvif.generic""","""Hikvision""","[""Hangzhou Hikvision Digital Technology Co., Ltd""]",
"""ethernetip""",,"[""Red Lion Controls, LP""]",
"""ethernetip""",,"[""Rockwell Automation""]",
"""onvif.generic""","""Hikvision""","[""Hangzhou Hikvision Digital Technology Co., Ltd""]",
"""synology.nas""","""WH1122SYN001""","[""Synology Incorporated"", ""StarTech.com""]","[80, 139, 161, 443, 445, 554, 3260, 5000, 5001, 5357, 5432, 9900, 9901]"
"""ethernetip""",,"[""Rockwell Automation""]",
"""emerson.controlwave_micro""",,,
,,"[""Red Lion Controls Inc""]",
"""ethernetip""",,"[""Rockwell Automation""]",
"""ethernetip""",,"[""Caterpillar, Inc""]",
"""ethernetip""",,"[""Rockwell Automation""]",
,,"[""VMware, Inc""]",
,,"[""Dell Inc""]",
"""ethernetip""",,,
,,"[""VMware, Inc""]","[80, 135, 139, 403, 445, 1332, 3060, 3061, 3389, 4241, 4244, 4245, 4247, 4255, 5241, 5357, 5698, 5699, 5799, 5898, 5985, 6543, 7110, 7111, 7113, 7147, 7150, 7153, 7550, 9111, 12315, 21027, 22350, 22352, 27000, 30064, 47001, 49664, 49665, 50525, 54967, 63187, 63189, 63198, 63201, 63221, 63246, 63291, 63292, 63380, 63390, 63529]"
"""schneider.scadapack""",,"[""Control Microsystems""]",
,,"[""Prosoft Technology, Inc""]",
"""schneider.scadapack""",,"[""Control Microsystems""]",
"""onvif.generic""","""Hikvision""","[""Hangzhou Hikvision Digital Technology Co., Ltd""]",
,,"[""Hangzhou Hikvision Digital Technology Co., Ltd""]",
"""snmp.generic""","""idrac-D2C6MH3""","[""Dell Inc""]",
"""ethernetip""",,"[""Rockwell Automation""]",
"""emerson.roc.floboss""",,"[""Bristol Babcock, Inc""]",
"""schneider.scadapack""",,"[""Control Microsystems""]",
"""digi.portserver""",,"[""DigiBoard""]",
"""ethernetip""",,"[""Red Lion Controls Inc""]",
"""snmp.generic""","""ESW-8003-1.ot.tourmalineoil.com""","[""Cisco Systems, Inc"", ""Rockwell Automation""]",
"""cisco.ios""","""sw-pcn-musreau-0813-mcc1-01""","[""Cisco Systems, Inc""]","[22, 443, 21111]"
"""ethernetip""",,"[""Rockwell Automation""]",
"""vmware.esxi""",,"[""VMware, Inc""]",
,,"[""Hewlett Packard Enterprise""]",
"""ethernetip""",,"[""Rockwell Automation""]",
"""ethernetip""",,"[""Rockwell Automation""]",
,,"[""VMware, Inc""]",
"""ethernetip""",,"[""Rockwell Automation""]",
"""snmp.generic""","""ESW-8201B-2.ot.tourmalineoil.com""","[""Cisco Systems, Inc""]",
,,"[""DigiBoard""]",
,,"[""Dell Inc""]","[135, 139, 403, 445, 1332, 2221, 2222, 3060, 3061, 3389, 4241, 4244, 4245, 4247, 4255, 5040, 5241, 5698, 5699, 5700, 5799, 5898, 5985, 6002, 6543, 7001, 7002, 7111, 7147, 7153, 7550, 7680, 8884, 9012, 9111, 11101, 11150, 12315, 21027, 22350, 22352, 27000, 30064, 40000, 40001, 40002, 40006, 44818, 47001, 49664, 49665, 49666, 49667, 49668, 49669, 49670, 49671, 49672, 49732, 49739, 49743, 49752, 49927, 54967]"
"""snmp.generic""",,"[""APC by Schneider Electric""]",
"""snmp.generic""","""MUS0813NTAPCL001.ot.tourmalineoil.com""","[""NetApp""]",
"""ethernetip""",,"[""Rockwell Automation""]",
"""ethernetip""",,"[""Rockwell Automation""]",
"""palo_alto_networks.panos""","""fw-pcn-scecilia-0929-mcc1-01""","[""Palo Alto Networks""]",
,,"[""VMware, Inc""]","[53, 88, 135, 139, 389, 445, 464, 593, 636, 3268, 3269, 3389, 5985, 9389, 12388, 12389, 12390, 12391, 12636, 13268, 13269, 47001, 49664, 49665, 49666, 49667, 51000, 53777, 53780, 53781, 53782, 53783, 56931, 58038, 59150, 60289]"
"""snmp.generic""","""BE-14-15-NAS""","[""Synology Incorporated""]",
"""schneider.scadapack""",,"[""Control Microsystems""]",
,,"[""VMware, Inc""]","[80, 135, 139, 403, 443, 445, 1332, 2221, 2222, 3060, 3389, 4241, 4244, 4245, 4255, 4840, 4990, 5241, 5354, 5698, 5699, 5799, 5898, 5985, 6543, 7110, 7111, 7113, 7147, 7149, 7150, 7153, 9111, 12315, 21027, 22350, 22352, 27000, 30064, 44818, 47001, 49664, 49665, 50756, 50757, 50758, 50760, 50800, 50844, 50848, 50853, 50869, 50876, 54967, 55254, 55273]"
"""ethernetip""",,"[""Rockwell Automation""]",
,,"[""VMware, Inc""]","[53, 88, 135, 139, 389, 445, 464, 593, 636, 3268, 3269, 3389, 5985, 9389, 12388, 12389, 12390, 12391, 12392, 12636, 13268, 13269, 47001, 49664, 49665, 49666, 49667, 49668, 49670, 49671, 49672, 49675, 49678, 49683, 49704, 56631]"
,,"[""Hewlett Packard""]",
,,"[""VMware, Inc""]",
"""ethernetip""",,"[""Rockwell Automation""]",
"""ethernetip""",,"[""NetBurner""]",
,,"[""VMware, Inc""]","[80, 135, 139, 403, 445, 1332, 2221, 2222, 3060, 3389, 4241, 4244, 4245, 4255, 5241, 5357, 5698, 5699, 5799, 5898, 5985, 6543, 7110, 7111, 7113, 7147, 7150, 7153, 9111, 12315, 21027, 22350, 22352, 27000, 30064, 44818, 47001, 49664, 49665, 50525, 51398, 51400, 51401, 51404, 51427, 51454, 51507, 51589, 51590, 51760, 51875, 51952, 54967]"
"""ethernetip""",,"[""Caterpillar, Inc""]",
"""ethernetip""",,"[""Red Lion Controls Inc""]",
,,"[""Woodward Governor""]",
"""ethernetip""",,"[""Rockwell Automation""]",
,,"[""VMware, Inc""]",
,,"[""VMware, Inc""]",
"""schneider.scadapack""",,"[""Control Microsystems""]",
"""ethernetip""",,"[""Littelfuse Startco""]",
"""ethernetip""",,"[""Red Lion Controls Inc""]",
"""palo_alto_networks.panos""","""fw-pcn-conroy-d48c-mcc1-01""","[""Palo Alto Networks""]",
"""ethernetip""",,"[""Prosoft Technology, Inc"", ""Rockwell Automation""]",
,,"[""VMware, Inc""]",
"""weidmuller.ie_cs""",,"[""Weidmüller Interface GmbH & Co. KG""]",
"""juniper_networks.junos""","""sw-pcn-gundy_comp-cntl-01""","[""Xerox Corporation"", ""Juniper Networks""]",
"""ethernetip""",,"[""Rockwell Automation""]",
,,"[""Caterpillar, Inc""]",
"""cisco.ios""","""sw-pcn-rest-0316-mcc2-02""","[""Rockwell Automation""]","[22, 80, 443, 4786, 44818]"
"""emerson.fb3000""",,,
"""juniper_networks.junos""","""sw-pcn-spirit-0310-admin-02""","[""Xerox Corporation"", ""Juniper Networks""]",
"""schneider.scadapack""",,"[""Control Microsystems""]",
"""emerson.roc.floboss""",,"[""Bristol Babcock, Inc""]",
"""red_lion.ntron""","""N-TRON Switch K-2700""","[""Red Lion Controls, LP""]","[80, 44818]"
,,"[""Microchip Technology Inc""]",
"""ethernetip""",,"[""Rockwell Automation""]",
,,"[""Weidmüller Interface GmbH & Co. KG""]",
"""ethernetip""",,"[""Rockwell Automation""]",
"""emerson.roc.floboss""",,"[""Bristol Babcock, Inc""]",
"""ethernetip""",,"[""Rockwell Automation""]",
,,"[""Dell Inc""]","[135, 139, 403, 445, 623, 1332, 2221, 3060, 3389, 4241, 4244, 4245, 4255, 5040, 5241, 5357, 5670, 5698, 5699, 6543, 7111, 7147, 7153, 8884, 9111, 12315, 16992, 22350, 22352, 27000, 30064, 44818, 49664, 49665, 49666, 49667, 49668, 49669, 49670, 49671, 49685, 49722, 49726, 54575, 54967]"
"""ethernetip""",,"[""Rockwell Automation""]",
"""ethernetip""",,"[""Rockwell Automation""]",
"""ethernetip""",,"[""Rockwell Automation""]",
"""ethernetip""",,"[""Vacon Plc""]",
,,"[""Microhard Systems Inc""]",
"""ethernetip""",,"[""Rockwell Automation""]",
"""juniper_networks.junos""","""sw-pcn-bonanza-0935-admin-01""","[""Xerox Corporation"", ""Juniper Networks""]",
"""ethernetip""",,"[""Rockwell Automation""]",
"""ethernetip""",,"[""Rockwell Automation""]",
"""ethernetip""",,"[""Rockwell Automation""]",
,,"[""Dell Inc""]",
,,"[""Prosoft Technology, Inc""]",
"""snmp.generic""","""sw-pcn-spirit-0310-MCC2-01.ot.tourmalineoil.com""","[""Cisco Systems, Inc""]",
,,"[""VMware, Inc""]","[80, 135, 139, 403, 445, 1332, 2221, 3060, 3389, 4241, 4245, 4255, 5040, 5241, 5698, 5699, 5985, 6543, 7153, 7680, 8082, 8141, 9111, 12315, 22350, 22352, 27000, 30064, 44818, 47001, 49664, 49665, 49730, 54967, 56353, 62183, 62185, 62186, 62193, 62214, 62490, 62523, 62526, 62642]"
"""cisco.ios""","""sw-pcn-westdoe-1325-mcc1-02""","[""Cisco Systems, Inc""]","[22, 80, 443]"
"""schneider.scadapack""",,"[""Control Microsystems""]",
,,"[""Dell Inc""]","[80, 135, 139, 403, 443, 445, 1332, 2221, 2222, 3060, 3389, 4241, 4244, 4245, 4255, 5040, 5241, 5698, 5699, 5799, 5800, 5898, 5900, 5985, 6543, 7110, 7111, 7113, 7147, 7150, 7153, 7680, 9111, 12315, 21027, 22350, 22352, 27000, 30064, 44818, 47001, 49664, 49665, 49666, 49667, 49668, 49669, 49670, 49671, 49687, 49731, 49734, 49745, 49746, 54967]"
"""ethernetip""",,"[""Rockwell Automation""]",
,,"[""Woodward Governor""]",
,,"[""Siemens AG, Automations & Drives""]",
,,"[""Bristol Babcock, Inc""]",
"""ethernetip""",,"[""Hankuk Tapi Computer Co., Ltd""]",
,,"[""Horner Electric, Inc""]",
"""weidmuller.ie_cs""",,"[""Weidmüller Interface GmbH & Co. KG""]",
"""ethernetip""",,"[""Rockwell Automation""]",
,,"[""FreeWave Technologies""]",
"""multilin-ur""",,"[""GE""]",
,,"[""VMware, Inc""]",
"""juniper_networks.junos""",,,
,,"[""Schneider Electric Japan Holdings Ltd""]",
,,"[""Horner Electric, Inc""]",
"""emerson.roc.floboss""",,"[""Bristol Babcock, Inc""]",
"""vmware.esxi""","""WR1420SVR002.otlab.tourmalineoil.com""","[""VMware, Inc"", ""Dell Inc""]",
,,"[""VMware, Inc""]",
"""cisco.ios""","""sw-pcn-c38c-mcc-507-02""","[""Cisco Systems, Inc""]","[22, 443, 21111]"
"""cisco.ios""","""sw-pcn-rest-0316-mcc1-03""","[""Rockwell Automation""]","[22, 80, 443, 4786, 44818]"
,,"[""FreeWave Technologies""]",
,,"[""Microhard Systems Inc""]",
,,"[""APC by Schneider Electric""]",
"""ethernetip""",,"[""Rockwell Automation""]",
"""cisco.ios""","""sw-pcn-Kakwa-0135-MCC-01""","[""Cisco Systems, Inc""]","[22, 80, 443]"
"""cisco.ios""","""sw-pcn-chinook-0929-k401-01""","[""Cisco Systems, Inc""]",
"""onvif.generic""",,"[""Axis Communications AB""]",
"""snmp.generic""","""ESW-2300-2.ot.tourmalineoil.com""","[""Cisco Systems, Inc""]",
"""ethernetip""",,"[""Rockwell Automation""]",
,,"[""VMware, Inc""]",
"""ethernetip""",,"[""Rockwell Automation""]",
"""ethernetip""",,"[""Rockwell Automation""]",
"""snmp.generic""","""sw-pcn-wroe-0812-mcc2-01.ot.tourmalineoil.com""","[""Cisco Systems, Inc""]",
"""cisco.ios""","""sw-pcn-rest-0316-plc02-02""","[""Rockwell Automation""]","[22, 80, 443, 4786, 44818]"
"""cisco.ios""",,"[""Cisco Systems, Inc""]","[22, 80, 443, 21111]"
,,"[""VMware, Inc""]","[22, 53, 80, 443, 2377, 4150, 5010, 5071, 5072, 5073, 5075, 5100, 5101, 5102, 5108, 5150, 5151, 5152, 5153, 5154, 5155, 7946, 8338, 8339]"
"""ethernetip""",,"[""Rockwell Automation""]",
"""schneider.scadapack""",,"[""Control Microsystems""]",
,,"[""Microhard Systems Inc""]",
"""ethernetip""",,"[""Rockwell Automation""]",
,"""localhost""",,
"""juniper_networks.junos""","""sw-pcn-nigcr-c46c-camp-01""","[""Xerox Corporation"", ""Juniper Networks""]",
"""ethernetip""",,"[""Vacon Plc""]",
,,"[""Caterpillar, Inc""]",
,,"[""Dell Inc""]",
,,"[""Dell Inc""]","[80, 135, 139, 403, 443, 445, 623, 1332, 2221, 2222, 3060, 3389, 4241, 4244, 4245, 4255, 5040, 5241, 5357, 5698, 5699, 5799, 5898, 5985, 6543, 7110, 7111, 7113, 7147, 7150, 7153, 7680, 9111, 12315, 16992, 21027, 22350, 22352, 27000, 30064, 44818, 47001, 49664, 49665, 49666, 49667, 49668, 49669, 49670, 49672, 49686, 49733, 49735, 49796, 54967]"
"""snmp.generic""","""idrac-D2C3MH3""","[""Dell Inc""]",
,"""sw-pcn-laprise-b24h-mcc1-02.ot.tourmalineoil.com""","[""Cisco Systems, Inc""]",
"""ethernetip""",,"[""Rockwell Automation""]",
"""cisco.ios""","""sw-pcn-rest-0316-jbcomm3-01""","[""Rockwell Automation""]","[22, 80, 443, 4786, 44818]"
,,"[""Xetawave LLC""]",
,,"[""Smith Meter, Inc""]",
"""schneider.scadapack""",,"[""Control Microsystems""]",
"""ethernetip""",,"[""Rockwell Automation""]",
"""ethernetip""",,"[""Rockwell Automation""]",
,,"[""VMware, Inc""]","[80, 135, 139, 403, 443, 445, 1332, 2221, 2222, 3060, 3061, 3387, 3389, 4241, 4244, 4245, 4255, 5241, 5357, 5504, 5698, 5699, 5799, 5898, 5985, 6543, 7111, 7147, 7153, 9111, 12315, 21027, 22350, 22352, 27000, 30064, 44818, 47001, 49664, 49665, 54967, 60560, 60561, 60564, 60569, 60589, 60591, 60618, 60623, 60647, 60693, 60694, 60872]"
"""ethernetip""",,"[""Micro Motion Inc""]",
"""juniper_networks.junos""","""sw-pcn-nigcr-c46c-camp-02""","[""Xerox Corporation"", ""Juniper Networks""]",
"""ethernetip""",,"[""Red Lion Controls Inc""]",
"""schneider.scadapack""",,"[""Control Microsystems""]",
"""vmware.esxi""","""RTE0709SVR001.ot.tourmalineoil.com""","[""VMware, Inc"", ""Dell Inc""]",
"""ethernetip""",,"[""Rockwell Automation""]",
"""cisco.ios""","""sw-pcn-eds-0417-mcc1-01""","[""Cisco Systems, Inc""]","[22, 443]"
"""juniper_networks.junos""","""sw-pcn-westwolf-1003-mcc-05""","[""Xerox Corporation"", ""Juniper Networks""]",
"""ethernetip""",,"[""Red Lion Controls, LP""]",
"""ethernetip""",,"[""Red Lion Controls Inc""]",
"""ethernetip""",,"[""Red Lion Controls Inc""]",
,,"[""Red Lion Controls Inc""]",
"""ge.mds""",,"[""Microwave Data Systems Inc""]",
"""ethernetip""",,"[""Rockwell Automation""]",
"""ethernetip""",,"[""Rockwell Automation""]",
"""emerson.roc.floboss""",,"[""Bristol Babcock, Inc""]",
,,"[""Bristol Babcock, Inc""]",
"""schneider.scadapack""",,"[""Control Microsystems""]",
"""ethernetip""",,"[""Micro Motion Inc""]",
"""ethernetip""",,"[""Rockwell Automation""]",
"""ethernetip""",,"[""Rockwell Automation""]",
,,"[""Microhard Systems Inc""]",
"""vmware.esxi""","""SNR0318SVR02""","[""VMware, Inc"", ""Dell Inc""]",
"""emerson.deltav_controller""",,"[""Seedsware, Inc""]",
"""weidmuller.ie_cs""",,"[""Weidmüller Interface GmbH & Co. KG""]",
,,"[""Hon Hai Precision Ind. Co., Ltd""]",
,,"[""VMware, Inc""]","[80, 135, 139, 403, 443, 445, 1332, 2221, 2222, 3060, 3061, 3389, 4241, 4245, 4255, 5241, 5330, 5331, 5332, 5333, 5334, 5336, 5337, 5400, 5698, 5699, 5799, 5898, 5985, 6002, 6337, 6543, 7001, 7002, 7110, 7113, 7147, 7150, 7153, 7550, 9111, 11101, 11150, 12315, 22350, 22352, 27000, 30064, 40000, 40002, 40006, 44818, 47001, 49664, 49665, 53204, 54859, 54860, 54863, 54866, 54890, 54923, 54934, 54935, 54966, 54967, 55011, 55012, 55082, 55084, 55241]"
,,"[""B&R Industrial Automation GmbH""]",
"""palo_alto_networks.panos""","""fw-pcn-Saguaro_A37I-01""","[""Palo Alto Networks""]",
,,"[""APC by Schneider Electric""]",
,,"[""VMware, Inc""]",
"""ethernetip""",,"[""Rockwell Automation""]",
"""vmware.esxi""","""KAK0135SVR001.ot.tourmalineoil.com""","[""VMware, Inc"", ""Dell Inc""]",
"""ge.mds""",,,
"""ethernetip""",,"[""Rockwell Automation""]",
"""ethernetip""",,"[""Rockwell Automation""]",
,"""CORP-OT-NTAP1""",,
"""schneider.scadapack""",,"[""Control Microsystems""]",
"""ethernetip""",,"[""Rockwell Automation""]",
"""ethernetip""",,"[""Rockwell Automation""]",
,,"[""VMware, Inc""]",
"""ethernetip""",,"[""Rockwell Automation""]",
"""schneider.scadapack""",,"[""Control Microsystems""]",
"""juniper_networks.junos""","""sw-pcn-rest-0316-admin-01""","[""Xerox Corporation"", ""Juniper Networks""]",
"""ethernetip""",,"[""Rockwell Automation""]",
,,"[""VMware, Inc""]",
,,"[""Prosoft Technology, Inc""]",
"""palo_alto_networks.panos""","""fw-pcn-sundown-b67h-admin-01""","[""Palo Alto Networks""]",
"""ethernetip""",,"[""Rockwell Automation""]",
,,"[""Microhard Systems Inc""]",
"""ethernetip""",,"[""Rockwell Automation""]",
"""ethernetip""",,"[""Rockwell Automation""]",
"""emerson.ultrasonic_flow_meters""",,,
"""ethernetip""",,"[""Rockwell Automation""]",
"""ethernetip""",,"[""Rockwell Automation""]",
"""schneider.scadapack""",,"[""Control Microsystems""]",
"""snmp.generic""","""ESW-6500-1.ot.tourmalineoil.com""","[""Cisco Systems, Inc""]",[502]
,,"[""VMware, Inc""]",
"""ethernetip""",,"[""Rockwell Automation""]",
"""ethernetip""",,"[""Rockwell Automation""]",
,,"[""Smith Meter, Inc""]",
,,"[""VMware, Inc""]",
,,"[""VMware, Inc""]","[80, 135, 139, 403, 445, 808, 1332, 2221, 3060, 3389, 4241, 4245, 4255, 5241, 5900, 5985, 6543, 7153, 8082, 9111, 22350, 22352, 27000, 44818, 47001, 49664, 49665, 49975, 49977, 49980, 49991, 50010, 50039, 50042, 50048, 50107, 54967]"
"""cisco.ios""","""sw-pcn-rest-0316-jbcomm2-01""","[""Rockwell Automation""]","[22, 80, 443, 4786, 44818]"
,,"[""APC by Schneider Electric""]",
"""emerson.roc.floboss""",,"[""Spectra - Tek""]",
"""digi.portserver""","""ps-horse-1617-01""","[""DigiBoard""]",
,,"[""NetApp""]",
"""vmware.esxi""","""RST0316SVR001.ot.tourmalineoil.com""","[""VMware, Inc"", ""Dell Inc""]",
"""weidmuller.ie_cs""",,"[""Weidmüller Interface GmbH & Co. KG""]",
,,"[""Caterpillar, Inc""]",
"""vmware.esxi""","""BEGC07HSVR001.ot.tourmalineoil.com""","[""VMware, Inc"", ""Dell Inc""]",
"""snmp.generic""","""SN-B6-7H-NAS""","[""Synology Incorporated"", ""StarTech.com""]","[80, 111, 139, 161, 443, 445, 512, 554, 662, 892, 2049, 4045, 5000, 5001, 5357, 5432, 5510]"
,,"[""Red Lion Controls Inc""]",
,"""sw-pcn-laprise-b24h-mcc1-01.ot.tourmalineoil.com""","[""Cisco Systems, Inc""]",
"""juniper_networks.junos""","""sw-pcn-wildhay-1122-comm-02""","[""Xerox Corporation"", ""Juniper Networks""]",
"""ethernetip""",,"[""Rockwell Automation""]",
"""juniper_networks.junos""","""sw-pcn-westwolf-1003-admin-01""","[""Juniper Networks""]",
"""cisco.ios""","""sw-pcn-spirit-0603-mcc3-01""","[""Cisco Systems, Inc""]","[22, 443, 4786]"
