DriverName,Hostname,MACAddressVendor,TCPListeningPorts
"""ethernetip""",,"[""Rockwell Automation""]",
"""ethernetip""",,"[""Red Lion Controls Inc""]",
"""onvif.generic""","""Hikvision""","[""Hangzhou Hikvision Digital Technology Co., Ltd""]",
"""ethernetip""",,"[""Rockwell Automation""]",
"""ethernetip""",,"[""Red Lion Controls Inc""]",
"""emerson.fb3000""",,"[""Bristol Babcock, Inc""]",
,,"[""Red Lion Controls Inc""]",
,,"[""Axis Communications AB""]",
"""emerson.roc.floboss""",,"[""Bristol Babcock, Inc""]",
,,"[""Beijer Electronics Products AB""]",
,,"[""VMware, Inc""]",
,,"[""Bristol Babcock, Inc""]",
"""ethernetip""",,"[""Rockwell Automation""]",
"""emerson.fb3000""",,,
"""snmp.generic""","""SNR0318UPS001""","[""APC by Schneider Electric""]",
"""ethernetip""",,"[""Rockwell Automation""]",
"""moxa.nport""","""PolarStar""","[""Moxa Technologies Corp, Ltd""]",
"""ethernetip""",,"[""Rockwell Automation""]",
,,"[""NetApp""]",
"""ethernetip""",,"[""Rockwell Automation""]",
"""ethernetip""",,"[""Rockwell Automation""]",
"""synology.nas""","""SR-06-09-NAS""","[""Synology Incorporated""]","[80, 111, 139, 161, 443, 445, 512, 892, 2049, 2379, 2380, 3262, 4700, 5000, 5001, 5432, 5510, 16509, 30300, 33433, 41840, 41842, 41844, 41846, 41848, 41850, 41852, 41854, 41856, 41858, 41860, 41862, 41864, 41866, 41868, 41870, 41872, 41874, 41876, 41878, 41880, 41882, 41884, 41886, 41888, 41890, 41892, 41894, 41896, 41898, 41900, 41902, 41904, 41906, 41908, 41910, 41912, 41914, 41916, 41918, 41920, 41922, 41924, 41926, 41928, 41930, 41932, 41934, 41936, 41938, 41940, 41942, 41944, 41946, 41948, 41950, 41952, 41954, 41956, 41958, 41960, 41962, 41964, 41966, 41968, 41970, 41972, 41974, 41976, 41978, 41980, 41982, 41984, 41986, 41988, 41990, 41992, 41994, 41996, 41998, 42000, 42002, 42004, 42006, 42008, 42010, 42012, 42014, 42016, 42018, 42020, 42022, 42024, 42026, 42028, 42030, 42032, 42034, 42036, 42038, 42040, 42042, 42044, 42046, 42048, 42050, 42052, 42054, 42056, 42058, 42060, 42062, 42064, 42066, 42068, 42070, 42072, 42074, 42076, 42078, 42080, 42082, 42084, 42086, 42088, 42090, 42092, 42094, 42096, 42098, 42100, 42102, 42104, 42106, 42108, 42110, 42112, 42114, 42116, 42118, 42120, 42122, 42124, 42126, 42128, 42130, 42132, 42134, 42136, 42138, 42140, 42142, 42144, 42146, 42148, 42150, 42152, 42154, 42156, 42158, 42160, 42162, 42164, 42166, 42168, 42170, 42172, 42174, 42176, 42178, 42180, 42182, 42184, 42186, 42188, 42190, 42192, 42194, 42196, 42198, 42200, 42202, 42204, 42206, 42208, 42210, 42212, 42214, 42216, 42218, 42220, 42222, 42224, 42226, 42228, 42230, 42232, 42234, 42236, 42238, 42240, 42242, 42244, 42246, 42248, 42250, 42252, 42254, 42256, 42258, 42260, 42262, 42264, 42266, 42268, 42270, 42272, 42274, 42276, 42278, 42280, 42282, 42284, 42286, 42287, 42288, 42290, 42292, 42294, 42296, 42298, 42300, 42302, 42304, 42306, 42308, 42310, 42312, 42314, 42316, 42318, 42320, 42322, 42324, 42326, 42328, 42330, 42332, 42334, 42336, 42338, 42340, 42342, 42344, 42346, 42348, 42350, 42352, 42354, 42356, 42358, 42360, 42362, 42364, 42366, 42368, 42370, 42372, 42374, 42376, 42378, 42380, 42382, 42384, 42386, 42388, 42390, 42392, 42394, 42396, 42398, 42400, 42402, 42404, 42406, 42408, 42410, 42412, 42414, 42416, 42418, 42420, 42422, 42424, 42426, 42428, 42430, 42432, 42434, 42436, 42438, 42440, 42442, 42444, 42446, 42448, 42450, 42452, 42454, 42456, 42458, 42460, 42462, 42464, 42466, 42468, 42470, 42472, 42474, 42476, 42478, 42480, 42482, 42484, 42486, 42488, 42490, 42492, 42494, 42496, 42498, 42500, 42502, 42504, 42506, 42508, 42510, 42512, 42514, 42536, 45851]"
"""digi.portserver""",,"[""DigiBoard""]",
,,"[""Caterpillar, Inc""]",
"""emerson.roc.floboss""",,"[""Bristol Babcock, Inc""]",
"""ethernetip""",,"[""Vacon Plc""]",
"""ethernetip""",,"[""Rockwell Automation""]",
,,"[""Dell Inc""]","[135, 139, 445, 1311, 2179, 3389, 6160, 6162, 6163, 6190, 6290, 11731, 47001, 49664, 49665, 49666, 49667, 49668, 49669, 49671, 49672]"
,,"[""VMware, Inc""]","[80, 135, 139, 403, 445, 1332, 2221, 3060, 3389, 4241, 4243, 4245, 4255, 4840, 4990, 5241, 5354, 5478, 5698, 5699, 5985, 6543, 7147, 7153, 8141, 9111, 12315, 22350, 22352, 27000, 27024, 27027, 27050, 27051, 27052, 27053, 27054, 27055, 27056, 27100, 44818, 47001, 49664, 49665, 49741, 50100, 54967, 55254, 55273, 57009, 59058, 59061, 59062, 59114, 59632, 59745, 60434, 60825, 61064, 62511]"
,"""A-14-i_facing_ C-81-G""",,
"""ethernetip""",,"[""Rockwell Automation""]",
,,"[""VMware, Inc""]",
,,"[""VMware, Inc""]",
"""ethernetip""",,"[""Rockwell Automation""]",
"""synology.nas""","""WW1003SYN001""","[""Synology Incorporated"", ""Fs Com Inc""]",
,,"[""Smith Meter, Inc""]",
"""ethernetip""",,"[""VMware, Inc""]",
,,"[""VMware, Inc""]","[53, 88, 135, 139, 389, 445, 464, 593, 636, 3268, 3269, 3389, 5985, 9389, 12388, 12389, 12390, 12391, 12392, 12636, 13268, 13269, 47001, 49664, 49665, 53972, 54008, 54021, 54060, 56592, 56593, 56597, 56599, 56600, 56601, 56604, 56605]"
"""ethernetip""",,"[""Rockwell Automation""]",
,,"[""Weidmüller Interface GmbH & Co. KG""]",
"""ethernetip""",,"[""Rockwell Automation""]",
"""snmp.generic""","""sw-pcn-conroy-d48c-comp-01""","[""Cisco Systems, Inc""]","[22, 80, 443, 44818]"
"""ethernetip""",,"[""Rockwell Automation""]",
"""ethernetip""",,"[""Red Lion Controls Inc""]",
,,"[""VMware, Inc""]",
"""snmp.generic""","""idrac-88KNWM3""","[""Dell Inc""]",
"""ethernetip""",,"[""Rockwell Automation""]",
"""ethernetip""",,"[""Rockwell Automation""]",
"""emerson.roc.floboss""",,,
,,"[""Advantech Technology (CHINA) Co., Ltd""]",
"""snmp.generic""","""idrac-7J0BRN3""","[""Dell Inc""]",
"""ethernetip""",,"[""Rockwell Automation""]",
"""ethernetip""",,"[""Rockwell Automation""]",
,"""Geist Watchdog""","[""Microchip Technology Inc""]",
"""juniper_networks.junos""","""sw-pcn-westdoe-0132-admin-02""","[""Xerox Corporation"", ""Juniper Networks""]",
"""ethernetip""",,"[""Rockwell Automation""]",
"""emerson.roc.floboss""",,"[""Bristol Babcock, Inc""]",
"""ethernetip""",,"[""Rockwell Automation""]",
"""emerson.roc.floboss""",,"[""Bristol Babcock, Inc""]",
"""ethernetip""",,"[""Red Lion Controls Inc""]",
"""snmp.generic""","""sw-pcn-route-0709-k601-01""","[""Cisco Systems, Inc""]","[22, 80, 443]"
"""ethernetip""",,"[""Rockwell Automation""]",
,,"[""Bristol Babcock, Inc""]",
"""snmp.generic""","""NCC46CUPS001""","[""APC by Schneider Electric""]",
"""ethernetip""",,"[""Rockwell Automation""]",
"""ethernetip""",,"[""Rockwell Automation""]",
"""ethernetip""",,"[""Rockwell Automation""]",
"""schneider.scadapack""",,"[""Control Microsystems""]",
"""ethernetip""",,"[""Rockwell Automation""]",
,,"[""Bristol Babcock, Inc""]",
"""cisco.ios""","""sw-pcn-musreau-0913-mcc2-04""","[""Cisco Systems, Inc""]","[22, 443, 21111]"
"""ethernetip""",,"[""Red Lion Controls Inc""]",
"""ethernetip""",,"[""Rockwell Automation""]",
"""ethernetip""",,"[""Hankuk Tapi Computer Co., Ltd""]",
"""vmware.esxi""","""ML1513SVR001.ot.tourmalineoil.com""","[""Hewlett Packard Enterprise""]",
"""ethernetip""",,"[""Rockwell Automation""]",
"""juniper_networks.junos""","""sw-pcn-sundance-dmz-01""","[""Xerox Corporation"", ""Juniper Networks""]",
"""ethernetip""",,"[""Rockwell Automation""]",
"""ethernetip""",,"[""Vacon Plc""]",
,,"[""Dell Inc""]",
"""emerson.roc.floboss""",,"[""Bristol Babcock, Inc""]",
"""ethernetip""",,"[""Vacon Plc""]",
"""vmware.esxi""","""SR0310SVR001.ot.tourmalineoil.com""","[""Hewlett Packard Enterprise""]",
"""ethernetip""",,"[""Rockwell Automation""]",
"""ethernetip""",,"[""Red Lion Controls Inc""]",
"""ethernetip""",,"[""Rockwell Automation""]",
"""ethernetip""",,"[""Rockwell Automation""]",
,,"[""Microhard Systems Inc""]",
"""ethernetip""",,"[""Rockwell Automation""]",
,,"[""VMware, Inc""]","[135, 139, 403, 445, 1332, 2221, 2222, 3060, 3061, 3387, 3389, 4241, 4244, 4245, 4255, 5241, 5698, 5699, 5799, 5898, 5985, 6543, 7111, 7147, 7153, 9111, 12315, 21027, 22350, 22352, 27000, 30064, 44818, 47001, 49664, 49665, 49666, 54967, 60967, 60969, 60975, 61001, 61005, 61020, 61086, 61088, 61615]"
"""snmp.generic""","""idrac-68KNWM3""","[""Dell Inc""]",
"""ethernetip""",,"[""Rockwell Automation""]",
,,"[""Control Microsystems""]",
,,"[""VMware, Inc""]","[135, 139, 403, 445, 1332, 2221, 3060, 3389, 4241, 4244, 4245, 4255, 4840, 4990, 5241, 5354, 5670, 5698, 5699, 5985, 6543, 7111, 7147, 7149, 7153, 9111, 12315, 22350, 22352, 27000, 30064, 44818, 47001, 49664, 49665, 49666, 49667, 49668, 49669, 49685, 49707, 49711, 49718, 51399, 54967, 55254, 55273]"
"""ethernetip""",,"[""Rockwell Automation""]",
,,"[""VMware, Inc""]","[22, 25, 80, 111, 443, 631, 2605, 3306, 34502]"
,,"[""Caterpillar, Inc""]",
"""ethernetip""",,"[""Red Lion Controls Inc""]",
,,"[""Smith Meter, Inc""]",
"""multilin-ur""",,"[""Xerox Corporation"", ""GE""]",
,,"[""Bristol Babcock, Inc""]",
"""ethernetip""",,"[""Rockwell Automation""]",
"""juniper_networks.junos""","""sw-pcn-mull-1513-mcc-3""","[""Xerox Corporation"", ""Juniper Networks""]",
"""ethernetip""",,"[""Rockwell Automation""]",
"""ethernetip""",,"[""Rockwell Automation""]",
"""emerson.fb3000""",,"[""Bristol Babcock, Inc""]",
"""snmp.generic""","""sw-pcn-mull-1513-mcc1-013""","[""Cisco Systems, Inc""]","[22, 23, 80, 443, 44818]"
,,"[""Siemens AG""]",
"""cisco.ios""",,"[""Cisco Systems, Inc""]","[22, 443]"
,,"[""Caterpillar, Inc""]",
,,"[""Microhard Systems Inc""]",
"""juniper_networks.junos""","""sw-pcn-sundance-1507-mcc1-03""","[""Xerox Corporation"", ""Juniper Networks""]",
"""snmp.generic""","""ESW-8201E-2.ot.tourmalineoil.com""","[""Cisco Systems, Inc""]",
,,"[""VMware, Inc""]","[135, 139, 403, 445, 1332, 2221, 2222, 3060, 3387, 3389, 4241, 4244, 4245, 4255, 5241, 5670, 5698, 5699, 5985, 6543, 7111, 7147, 7153, 9111, 12315, 22350, 22352, 27000, 30064, 44818, 47001, 49664, 49665, 54967, 57042, 57043, 57044, 57045, 57076, 57118, 57119, 57120, 57134, 57331]"
,,"[""NetApp""]",
"""schneider.scadapack""",,"[""Control Microsystems""]",
"""snmp.generic""","""sw-pcn-nigcr-c46c-mcc316-01.ot.tourmalineoil.com""","[""Cisco Systems, Inc""]",
,,"[""VMware, Inc""]",
"""ethernetip""",,"[""Rockwell Automation""]",
,,"[""VMware, Inc""]",
"""juniper_networks.junos""","""sw-pcn-nigcr-c46c-waterhub-01""","[""Xerox Corporation"", ""Juniper Networks""]",
"""ethernetip""",,"[""Rockwell Automation""]",
"""emerson.roc.floboss""",,"[""Bristol Babcock, Inc""]",
"""emerson.fb3000""",,"[""Spectra - Tek""]",
"""vmware.esxi""",,"[""VMware, Inc""]","[135, 139, 403, 445, 1332, 2221, 3060, 3389, 4241, 4244, 4245, 4255, 5241, 5670, 5698, 5699, 5985, 6543, 7111, 7147, 7153, 9111, 12315, 22350, 22352, 27000, 30064, 44818, 47001, 49664, 49665, 49666, 49667, 49668, 49669, 49670, 49671, 49690, 49697, 49698, 49731, 50525, 54917, 54967, 61243]"
,,"[""VMware, Inc""]","[135, 139, 403, 445, 1332, 2221, 3060, 3389, 4241, 4244, 4245, 4255, 4840, 5241, 5354, 5670, 5698, 5699, 5985, 6543, 7111, 7147, 7149, 7153, 9111, 12315, 22350, 22352, 27000, 30064, 44818, 47001, 49664, 49665, 49666, 49667, 54967, 58917, 58921, 58928, 58933, 65391, 65392, 65421]"
"""ethernetip""",,"[""Rockwell Automation""]",
"""ethernetip""",,"[""Rockwell Automation""]",
"""ethernetip""",,"[""Micro Motion Inc""]",
"""ethernetip""",,"[""Rockwell Automation""]",
"""snmp.generic""","""ESW-2500-1.ot.tourmalineoil.com""","[""Cisco Systems, Inc""]",
"""vmware.esxi""","""BR1415SVR001.ot.tourmalineoil.com""","[""VMware, Inc"", ""Dell Inc""]",
"""onvif.generic""","""Hikvision""",,
"""ethernetip""",,"[""Vacon Plc""]",
"""palo_alto_networks.panos""","""fw-pcn-mulligan-0308-admin-02""","[""Palo Alto Networks""]",
"""juniper_networks.junos""","""sw-pcn-berland-1415-admin-01""","[""Xerox Corporation"", ""Juniper Networks""]",
"""ethernetip""",,"[""Rockwell Automation""]",
"""ethernetip""",,"[""Rockwell Automation""]",
"""ethernetip""",,"[""Rockwell Automation""]",
"""ethernetip""",,"[""Rockwell Automation""]",
"""schneider.scadapack""",,"[""Control Microsystems""]",
"""ethernetip""",,"[""Rockwell Automation""]",
"""ethernetip""",,"[""Red Lion Controls Inc""]",
"""emerson.roc.roc800""",,"[""Spectra - Tek""]",
"""ethernetip""",,"[""Rockwell Automation""]",
"""ethernetip""",,"[""Red Lion Controls Inc""]",
"""ethernetip""",,"[""Rockwell Automation""]",
"""emerson.fb3000""",,"[""Bristol Babcock, Inc""]",
"""ethernetip""",,,
,,"[""VMware, Inc""]","[53, 88, 135, 139, 389, 445, 464, 593, 636, 3268, 3269, 3389, 5007, 5985, 9389, 47001, 49664, 49665, 49667, 49669, 49671, 49676, 49679, 49680, 49683, 49690, 57006, 57027, 57081, 57088]"
"""ethernetip""",,"[""Vacon Plc""]",
"""ethernetip""",,"[""Rockwell Automation""]",
"""ethernetip""",,"[""Rockwell Automation""]",
"""ethernetip""",,"[""Caterpillar, Inc""]",
,,"[""Microsoft Corporation""]",
"""ethernetip""",,"[""Red Lion Controls Inc""]",
,,"[""VMware, Inc""]","[22, 53, 2377, 7946, 8339]"
"""ethernetip""",,"[""Rockwell Automation""]",
"""ethernetip""",,"[""Vacon Plc""]",
"""ethernetip""",,,
"""schneider.scadapack""",,"[""Control Microsystems""]",
"""ethernetip""",,"[""Rockwell Automation""]",
"""ethernetip""",,"[""Rockwell Automation""]",
"""emerson.roc.floboss""",,"[""Spectra - Tek""]",
"""vmware.esxi""",,"[""VMware, Inc""]","[80, 135, 139, 403, 445, 1332, 2221, 3060, 3389, 4241, 4243, 4244, 4245, 4255, 5241, 5450, 5478, 5670, 5698, 5699, 5985, 6000, 6543, 7111, 7147, 7153, 8141, 8732, 9111, 10011, 10086, 12315, 22350, 22352, 27000, 27024, 27027, 27050, 27051, 27052, 27053, 27054, 27055, 27056, 27100, 30064, 44818, 47001, 49664, 49665, 49666, 49667, 49668, 49732, 49749, 49752, 49786, 50082, 50083, 54967, 59902, 62281, 62511, 65117]"
"""snmp.generic""","""BEGC07HPDU001""","[""APC by Schneider Electric""]",
,,"[""Control Microsystems""]",
"""schneider.scadapack""",,"[""Control Microsystems""]",
"""emerson.roc.floboss""",,,
"""ethernetip""",,"[""Rockwell Automation""]",
"""snmp.generic""","""12-06-81-07W6 MASTER""","[""Microwave Data Systems Inc""]",
"""ethernetip""",,,
,,"[""Synology Incorporated""]",
,,"[""NetApp""]",
,,"[""Caterpillar, Inc""]",
"""ethernetip""",,"[""Rockwell Automation""]",
"""ethernetip""",,"[""Rockwell Automation""]",
"""ethernetip""",,"[""Rockwell Automation""]",
"""juniper_networks.junos""","""sw-pcn-nigcr-c46c-camp-02""","[""Xerox Corporation"", ""Juniper Networks""]",
"""juniper_networks.junos""","""sw-pcn-mull-0308-admin-02""","[""Xerox Corporation"", ""Juniper Networks""]",
"""red_lion.ntron""","""N-TRON Switch K2400""","[""Red Lion Controls, LP""]","[80, 44818]"
"""ethernetip""",,"[""Rockwell Automation""]",
,,"[""Bristol Babcock, Inc""]",
"""snmp.generic""",,"[""Cambium Networks Limited""]",
"""ethernetip""",,"[""Rockwell Automation""]",
,,"[""VMware, Inc""]",
,,"[""Dell Inc""]",
,"""idrac-7RCVQN3""","[""Dell Inc""]",
"""vmware.esxi""","""WD1325SVR001.ot.tourmalineoil.com""","[""VMware, Inc"", ""Dell Inc""]",
"""ethernetip""",,"[""Red Lion Controls Inc""]",
"""ethernetip""",,"[""Rockwell Automation""]",
"""ethernetip""",,"[""Vacon Plc""]",
"""cisco.ios""","""sw-pcn-wildhay-1116-mcc2-01""","[""Cisco Systems, Inc""]","[22, 443, 4786]"
"""juniper_networks.junos""","""sw-pcn-westdoe-0211-admin-01""","[""Xerox Corporation"", ""Juniper Networks""]",
"""ethernetip""",,"[""Caterpillar, Inc""]",
"""ethernetip""",,"[""Rockwell Automation""]",
"""ethernetip""",,"[""Rockwell Automation""]",
,,"[""Advantech Technology (CHINA) Co., Ltd""]",
"""ethernetip""",,,
,,"[""Intel Corporate""]",
,,"[""Bristol Babcock, Inc""]",
"""ethernetip""",,"[""Rockwell Automation""]",
,"""LPB24HNTAPCL001""",,
"""ethernetip""",,"[""Caterpillar, Inc""]",
,,"[""LCFC (Hefei) Electronics Technology Co., Ltd""]",
,"""lpb24hddve001.ot.tourmalineoil.com""","[""VMware, Inc""]",
,,"[""VMware, Inc""]",
,,"[""Bristol Babcock, Inc""]",
"""emerson.roc.floboss""",,"[""Spectra - Tek""]",
"""snmp.generic""","""CE-15-04-NAS""","[""Synology Incorporated""]","[22, 80, 111, 139, 161, 443, 445, 512, 554, 892, 2049, 3262, 4700, 5000, 5001, 5432, 5510, 38240, 40350, 40351, 40850, 40994, 43916, 43917, 47764, 48294, 48443, 48487, 48997, 49016, 49146]"
"""ethernetip""",,"[""Rockwell Automation""]",
"""cisco.ios""","""sw-pcn-har-0810-mcc1-01""","[""Cisco Systems, Inc""]","[22, 443]"
"""ethernetip""",,"[""Rockwell Automation""]",
,"""SA-A37I-NAS""","[""Synology Incorporated""]",
,,"[""Dell Inc""]",
"""onvif.generic""","""Hikvision""",,
"""ethernetip""",,"[""Rockwell Automation""]",
"""juniper_networks.junos""","""ESW-1191-2""","[""Xerox Corporation"", ""Juniper Networks""]",
"""emerson.roc.floboss""",,"[""Bristol Babcock, Inc""]",
"""snmp.generic""","""SNR0318PDU002""","[""APC by Schneider Electric""]",
"""schneider.scadapack""",,"[""Control Microsystems""]",
"""ethernetip""",,"[""Vacon Plc""]",
"""ethernetip""",,"[""Red Lion Controls Inc""]",
,,"[""Bristol Babcock, Inc""]",
,,"[""Microhard Systems Inc""]",
"""ethernetip""",,"[""Rockwell Automation""]",
"""ethernetip""",,"[""Vacon Plc""]",
"""ethernetip""",,"[""Rockwell Automation""]",
"""ethernetip""",,"[""Red Lion Controls Inc""]",
"""ethernetip""",,"[""Caterpillar, Inc""]",
"""ethernetip""",,"[""Rockwell Automation""]",
"""cisco.ios""",,"[""Cisco Systems, Inc""]","[22, 443]"
,,"[""Bristol Babcock, Inc""]",
,,"[""Bristol Babcock, Inc""]",
"""ethernetip""",,"[""Rockwell Automation""]",
,,"[""Horner Electric, Inc""]",
"""ethernetip""",,"[""Rockwell Automation""]",
"""vmware.esxi""","""GNC60ASVR002.ot.tourmalineoil.com""","[""VMware, Inc"", ""Dell Inc""]",
"""ethernetip""",,"[""Rockwell Automation""]",
,,"[""Bristol Babcock, Inc""]",
"""ethernetip""",,"[""Rockwell Automation""]",
"""emerson.roc.roc800""",,"[""Spectra - Tek""]",
,,"[""Red Lion Controls Inc""]",
"""ethernetip""",,"[""Rockwell Automation""]",
,,"[""DigiBoard""]",
"""snmp.generic""","""KAK0135NTAPCL001""","[""NetApp""]",
"""schneider.scadapack""",,"[""Control Microsystems""]",
"""synology.nas""","""NCC46CSYN001""","[""Synology Incorporated"", ""StarTech.com""]","[22, 80, 139, 161, 443, 445, 554, 3260, 5000, 5001, 5357, 5432, 47964]"
"""ethernetip""",,"[""Vacon Plc""]",
"""ethernetip""",,"[""Rockwell Automation""]",
,,"[""Axis Communications AB""]",
,,"[""VMware, Inc""]",
"""ethernetip""",,"[""Rockwell Automation""]",
"""ethernetip""",,"[""Rockwell Automation""]",
,,"[""VMware, Inc""]","[22, 53, 2377, 7946, 8339]"
"""schneider.scadapack""",,"[""Control Microsystems""]",
"""ethernetip""",,"[""Rockwell Automation""]",
"""emerson.roc.floboss""",,"[""Bristol Babcock, Inc""]",
,,"[""Control Microsystems""]",
,,"[""APC by Schneider Electric""]",
"""ethernetip""",,"[""Rockwell Automation""]",
,,"[""VMware, Inc""]","[80, 135, 139, 403, 445, 1332, 2221, 2222, 3060, 3389, 4241, 4244, 4245, 4255, 5241, 5357, 5698, 5699, 5799, 5898, 5985, 6543, 7110, 7111, 7113, 7147, 7150, 7153, 9111, 12315, 21027, 22350, 22352, 27000, 30064, 44818, 47001, 49664, 49665, 49666, 50088, 50089, 50095, 50127, 50149, 50270, 50352, 50492, 50525, 50595, 51133, 54967]"
"""ethernetip""",,"[""Vacon Plc""]",
,,"[""VMware, Inc""]",
"""snmp.generic""","""sw-pcn-sundown-b67h-mcc3-02.ot.tourmalineoil.com""","[""Cisco Systems, Inc""]",
"""ethernetip""",,"[""Vacon Plc""]",
"""snmp.generic""","""ESW-3300-1""","[""Cisco Systems, Inc""]",
"""emerson.roc.floboss""",,"[""Bristol Babcock, Inc""]",
"""snmp.generic""","""sw-pcn-wildhay-1122-MCC1-01.ot.tourmalineoil.com""","[""Cisco Systems, Inc""]",
"""cisco.ios""","""sw-pcn-ansell-0134-mcc1-03""","[""Cisco Systems, Inc""]","[22, 443]"
"""onvif.generic""","""Hikvision""","[""Hangzhou Hikvision Digital Technology Co., Ltd""]",
"""snmp.generic""","""BEGC07HPDU002""","[""APC by Schneider Electric""]",
,,"[""Red Lion Controls, LP""]",
"""ethernetip""",,"[""Red Lion Controls Inc""]",
"""emerson.roc.floboss""",,"[""Bristol Babcock, Inc""]",
,,"[""VMware, Inc""]",
"""digi.portserver""","""Telus""","[""DigiBoard""]",
"""snmp.generic""","""idrac-89KNWM3""","[""Dell Inc""]",
"""ethernetip""",,"[""Rockwell Automation""]",
"""snmp.generic""","""SU-1507-NAS""","[""Synology Incorporated""]","[22, 80, 139, 161, 443, 445, 512, 554, 3262, 4700, 5000, 5001, 5432, 5510, 48555, 48559]"
,,"[""VMware, Inc""]",
,,"[""Bristol Babcock, Inc""]",
,,"[""VMware, Inc""]","[135, 139, 403, 445, 1332, 2221, 3060, 3389, 4241, 4244, 4245, 4255, 4840, 4990, 5241, 5354, 5698, 5699, 5985, 6543, 7111, 7147, 7149, 7153, 9111, 12315, 22350, 22352, 27000, 44818, 47001, 49664, 49665, 49666, 49667, 49668, 49669, 49684, 53083, 53092, 53096, 53104, 53106, 54967, 55254, 55273]"
"""ethernetip""",,"[""Rockwell Automation""]",
"""ethernetip""",,"[""Rockwell Automation""]",
"""ethernetip""",,"[""Vacon Plc""]",
"""ethernetip""",,"[""Red Lion Controls Inc""]",
"""red_lion.ntron""","""N-TRON Switch K2900""","[""Red Lion Controls, LP""]","[80, 44818]"
"""onvif.generic""","""Hikvision""","[""Hangzhou Hikvision Digital Technology Co., Ltd""]",
"""palo_alto_networks.panos""","""fw-pcn-sunrise-0318-01""","[""Palo Alto Networks""]",
,"""ACC38CNTAPCL001.ot.tourmalineoil.com""",,
,,"[""VMware, Inc""]","[80, 135, 139, 403, 445, 1332, 2221, 2222, 3060, 3061, 3389, 4241, 4244, 4245, 4255, 5241, 5357, 5698, 5699, 5799, 5898, 5985, 6543, 7110, 7111, 7113, 7147, 7150, 7153, 9111, 12315, 21027, 22350, 22352, 27000, 30064, 44818, 47001, 49536, 49664, 49665, 49666, 49667, 49668, 49759, 49786, 50525, 54967, 55823, 55851, 55855, 55856, 55935]"
"""moxa.nport""","""FIELD_SERIAL_SVR""","[""Moxa Technologies Corp, Ltd""]",
,,"[""VMware, Inc""]","[80, 135, 139, 403, 445, 1332, 2221, 2222, 3060, 3389, 4241, 4244, 4245, 4255, 5241, 5357, 5698, 5699, 5799, 5898, 5985, 6543, 7110, 7111, 7113, 7147, 7150, 7153, 9111, 12315, 21027, 22350, 22352, 27000, 30064, 44818, 47001, 49664, 49665, 49666, 50525, 50804, 50806, 50807, 50847, 50865, 50989, 51010, 51077, 51145, 51265, 54967]"
"""ethernetip""",,"[""Rockwell Automation""]",
"""ethernetip""",,,
"""ethernetip""",,"[""Rockwell Automation""]",
"""ethernetip""",,"[""Rockwell Automation""]",
"""ethernetip""",,"[""Red Lion Controls Inc""]",
"""ethernetip""",,"[""Rockwell Automation""]",
"""snmp.generic""","""sw-pcn-nigcr-c46c-gn301-01""","[""Cisco Systems, Inc""]","[22, 80, 443]"
,,"[""VMware, Inc""]","[80, 135, 139, 403, 445, 1332, 2221, 3060, 3389, 4241, 4244, 4245, 4255, 5040, 5241, 5670, 5698, 5699, 5985, 6543, 7111, 7147, 7153, 7680, 8141, 9111, 12315, 22350, 22352, 27000, 30064, 44818, 47001, 49664, 49665, 49666, 49667, 49668, 49669, 49693, 54696, 54697, 54698, 54703, 54714, 54967, 55670]"
,,"[""VMware, Inc""]","[80, 135, 139, 403, 443, 445, 1332, 2221, 2222, 3060, 3061, 3389, 4241, 4243, 4244, 4245, 4255, 5241, 5478, 5698, 5699, 5799, 5898, 5985, 6543, 7110, 7111, 7113, 7147, 7150, 7153, 8141, 9111, 10011, 10086, 12315, 21027, 22350, 22352, 27000, 27024, 27027, 27050, 27051, 27052, 27053, 27054, 27055, 27056, 27100, 30064, 44818, 47001, 49664, 49665, 49666, 49667, 49668, 49687, 49714, 49731, 49745, 49746, 49752, 49808, 50120, 50121, 54967, 62511]"
"""ethernetip""",,"[""Vacon Plc""]",
,,"[""VMware, Inc""]",
"""juniper_networks.junos""","""sw-pcn-spirit-0609-admin-01""","[""Xerox Corporation"", ""Juniper Networks""]",
"""multilin-ur""",,"[""GE""]",
"""ethernetip""",,"[""Rockwell Automation""]",
,,"[""Bristol Babcock, Inc""]",
"""emerson.roc.roc800""",,"[""Bristol Babcock, Inc""]",
"""ethernetip""",,"[""Red Lion Controls Inc""]",
"""ethernetip""",,"[""Rockwell Automation""]",
"""ethernetip""",,"[""Rockwell Automation""]",
"""ethernetip""",,"[""Vacon Plc""]",
,,"[""Red Lion Controls, LP""]",
"""ethernetip""",,"[""Red Lion Controls Inc""]",
"""schneider.scadapack""",,"[""Control Microsystems""]",
,"""CambiumNetworks""","[""Cambium Networks Limited""]",
,,"[""Caterpillar, Inc""]",
,,"[""Schneider Electric Japan Holdings Ltd""]",
"""snmp.generic""","""sw-pcn-wildrv-1420-admin-02""","[""Juniper Networks""]","[22, 38, 513, 514, 666, 824, 830, 942, 998, 2606, 3493, 6011, 6012, 6022, 6023, 6151, 6156, 6157, 6159, 6161, 6171, 6234, 6985, 6988, 7000, 7001, 7209, 7300, 9000, 9500, 21883, 32006, 32780, 33002, 33010, 33015, 33086, 33197, 33300, 33301]"
"""ethernetip""",,"[""Rockwell Automation""]",
