DriverName,Hostname,MACAddressVendor,TCPListeningPorts
,,"[""Bently Nevada Corp""]",
,,"[""Bently Nevada Corp""]",
,,"[""Dell Inc""]",
,,"[""VMware, Inc""]","[80, 135, 139, 445, 1801, 2103, 2105, 2107, 3142, 3389, 5693, 5985, 8333, 9001, 9002, 20031, 20032, 47001, 49664, 49665, 49666, 49668, 49670, 49688, 49695, 49696, 49701, 49710]"
,,"[""Rockwell Automation""]",
,,"[""Fisher-Rosemount Systems Inc""]",
,,"[""Moxa Technologies Corp, Ltd""]",
,,"[""VMware, Inc""]","[135, 139, 445, 3142, 3389, 5693, 5985, 8333, 20031, 20032, 47001, 49664, 49665, 49666, 49669, 49671, 49711, 49712, 65114]"
"""advantech.advantech_io""",,"[""Advantech Co., Ltd""]",
"""ethernetip""",,"[""Rockwell Automation""]",
,,,"[135, 139, 445, 1040, 2638, 2746, 3015, 3389, 10010, 10500, 23042]"
,,"[""Advantech Co., Ltd""]",
,,"[""Advantech Co., Ltd""]",
"""cisco.ios""","""SWT-020""","[""Rockwell Automation""]","[22, 80, 443, 44818]"
"""cisco.ios""","""SWT-90-141""","[""Cisco Systems, Inc""]","[22, 80, 443, 21111]"
,,"[""VMware, Inc""]","[80, 135, 139, 443, 445, 3142, 3389, 5693, 5985, 8333, 20031, 20032, 41001, 41002, 47001, 49664, 49665, 49668, 49669, 49700, 50269, 50270, 59516, 59535]"
"""emerson.deltav_controller""","""BF_900""","[""Fisher-Rosemount Systems Inc""]",
,,"[""Dell Inc""]","[80, 135, 139, 445, 515, 1801, 2103, 2105, 2107, 2179, 3389, 5985, 47001, 49664, 49665, 49666, 49667, 49668, 49669, 49670, 49697, 62575]"
"""cisco.ios""","""SWT-SC1054-1000""","[""Cisco Systems, Inc""]",
,,"[""VMware, Inc""]","[80, 135, 139, 445, 1521, 3389, 5693, 5985, 8333, 20031, 20032, 47001, 49152, 49153, 49154, 49155, 61318, 61324, 61338, 65261]"
"""ethernetip""",,,
"""emerson.deltav_controller""","""CTRL-100B""","[""Fisher Controls""]",
,,"[""Dell Inc""]",
"""emerson.deltav_controller""","""WIOC1""","[""Fisher-Rosemount Systems Inc""]",
"""vmware.esxi""","""CS1VMW03""","[""VMware, Inc"", ""Dell Inc""]",
"""snmp.generic""","""Storage Center CSAL""","[""Seagate Cloud Systems Inc""]",
,,"[""ipcas GmbH""]",
,,"[""VMware, Inc""]","[80, 135, 139, 443, 445, 1801, 2103, 2105, 2107, 3142, 3389, 5693, 5985, 8333, 20031, 20032, 47001, 49664, 49665, 49666, 49668, 49670, 49697, 49709, 49712, 49717, 54628]"
,,"[""VMware, Inc""]","[111, 135, 139, 445, 1947, 2010, 3142, 3389, 4840, 5693, 5985, 7010, 7777, 8333, 37274, 37275, 37276, 47001, 47871, 49152, 49153, 49154, 49159, 49164, 49165, 50115, 50118, 50139, 50141, 50142, 50143, 50144, 50145, 52601, 52786, 52854, 62551, 62552]"
"""ethernetip""",,"[""Rockwell Automation""]",
"""dell.idrac""","""iDrac-PE7VMW02""","[""Dell Inc""]",
"""emerson.deltav_controller""","""CTRL-AROMA-TEMP""","[""Fisher-Rosemount Systems Inc""]",
,,"[""Dell Inc""]","[135, 139, 445, 1947, 18585, 50432, 50433, 50437, 50438, 50439, 50478, 50494, 52012, 57519, 58010, 58080]"
,,"[""VMware, Inc"", ""Microsoft Corporation""]","[53, 135, 139, 445, 2179, 3142, 3389, 5008, 5693, 5985, 8333, 47001, 49664, 49665, 49666, 49668, 49670, 49706, 49710, 49719, 50647, 52297]"
,,"[""Intel Corporate"", ""Dell Inc""]","[135, 139, 445, 980, 1947, 5000, 8081, 17889, 18585, 49676, 50432, 50433, 50434, 50435, 50436, 50437, 51858, 52012, 58010, 58080, 58173]"
,,"[""VMware, Inc""]","[135, 139, 445, 3142, 3389, 5666, 5693, 5985, 8333, 12489, 20031, 20032, 47001, 49664, 49665, 49666, 49667, 49668, 49669, 54123]"
,,"[""ABB Oy / Medium Voltage Products""]",
,,"[""ipcas GmbH""]",
,,"[""Cisco Systems, Inc""]",
"""cisco.ios""","""SWT-2701""","[""Cisco Systems, Inc""]",
"""snmp.generic""","""Q2TL01.braskem.corp.net""","[""BDT Büro und Datentechnik GmbH & Co.KG""]",
"""cisco.ios""","""SWCBRKCAMPVCAUTOM_01""","[""Cisco Systems, Inc""]",
,,"[""VMware, Inc""]",
,,"[""VMware, Inc""]","[135, 139, 445, 1521, 3142, 3389, 5693, 5985, 8333, 20031, 20032, 28002, 30002, 47001, 49152, 49153, 49154, 49155, 49156, 49173, 49336, 55445, 57518]"
,,"[""VMware, Inc""]","[80, 111, 135, 139, 445, 808, 1801, 2049, 2103, 2105, 2107, 3142, 3389, 5693, 5985, 7777, 8333, 8732, 9758, 10014, 12351, 17777, 20014, 20031, 20032, 47001, 49664, 49665, 49666, 49667, 49670, 49675, 49709, 49722, 49723, 49735, 50050, 50051, 50052, 52007, 53820, 54653, 57518, 59378, 59381, 59384, 59387, 59390, 61693, 63500, 63501, 63510, 63511]"
"""ethernetip""",,"[""Rockwell Automation""]",
,,"[""ABB Oy / Medium Voltage Products""]",
,,"[""VMware, Inc""]",
,,"[""Dell Inc"", ""Intel Corporate""]","[135, 139, 443, 445, 2886, 3389, 3424, 5040, 6624, 6625, 6628, 9753, 10000, 10001, 10002, 10003, 10004, 49664, 49665, 49666, 49667, 49668, 49669, 49672, 49673, 49721, 52080, 52088, 53139, 53498, 62560]"
,,"[""Dell Inc""]",
,,"[""Fisher-Rosemount Systems Inc""]",
,,"[""VMware, Inc""]","[80, 111, 135, 139, 443, 445, 3142, 3389, 5693, 5985, 7983, 8005, 8009, 8080, 8333, 8983, 12001, 12352, 20031, 20032, 47001, 49304, 49664, 49665, 49666, 49668, 49670, 49689, 49714, 49769, 49840, 50578, 63510, 63511]"
,,"[""VMware, Inc""]","[21, 49, 80, 135, 139, 445, 3142, 3389, 5693, 5985, 8333, 10050, 18765, 20031, 20032, 47001, 49664, 49665, 49666, 49667, 49668, 49669, 49672, 49673, 49676]"
,,"[""VMware, Inc""]","[80, 135, 139, 445, 1521, 1522, 1801, 2030, 2103, 2105, 2107, 3142, 3389, 5693, 5985, 8333, 19090, 19091, 19092, 19094, 19096, 19097, 20031, 20032, 47001, 49664, 49665, 49666, 49668, 49669, 49671, 49697, 49698, 49700, 49710, 49716, 55549]"
,,"[""Pronet GmbH""]",
,,"[""Dell Inc"", ""Intel Corporate""]","[135, 139, 445, 1105, 1210, 1211, 1217, 1880, 3389, 5040, 5357, 8333, 8884, 11739, 11740, 22350, 22352, 49664, 49665, 49666, 49667, 49668, 49671, 60115]"
,,"[""Dell Inc""]","[80, 135, 139, 445, 3142, 3389, 5693, 5985, 8080, 8082, 8172, 8333, 9001, 20031, 20032, 47001, 49664, 49665, 49666, 49667, 49668, 49669, 49670, 49671, 49692]"
"""ethernetip""",,"[""Rockwell Automation""]",
"""bently_nevada.bn_3500""",,,
"""emerson.deltav_controller""",,,
"""ethernetip""",,"[""Rockwell Automation""]",
,,"[""Cisco Systems, Inc""]",
"""emerson.deltav_controller""","""CTRL-A600-650""","[""Fisher-Rosemount Systems Inc""]",
,,"[""VMware, Inc""]",
"""cisco.ios""","""Q3SWAUT08""","[""Cisco Systems, Inc""]",[22]
"""ethernetip""",,,
,,"[""Intel Corporate"", ""Dell Inc""]","[135, 139, 445, 980, 1947, 5000, 8081, 17889, 18585, 50220, 50432, 50433, 50434, 50435, 50438, 50439, 50592, 52012, 54709, 58010, 58080]"
,,"[""VMware, Inc""]","[135, 139, 445, 3142, 3389, 5457, 5460, 5463, 5468, 5471, 5472, 5666, 5672, 5693, 5985, 8333, 8443, 12489, 20031, 20032, 47001, 49664, 49665, 49666, 49668, 49669, 49735, 49744, 49773]"
,,"[""Xerox Corporation"", ""Dell Inc""]","[135, 427, 445, 2463, 3389, 8819, 9000, 20109, 20110, 20171, 20183, 20501, 20502, 20503, 20504, 20505, 20506, 20507, 34383, 34417, 34418, 34420, 34497, 34498, 49664]"
"""ethernetip""",,,
,,"[""Lantronix""]",
"""moxa.dsc""","""CONV-23020""","[""Moxa Technologies Corp, Ltd""]",
,,"[""Advantech Co., Ltd""]",
,,"[""Fisher-Rosemount Systems Inc""]",
,,"[""Dell Inc""]","[135, 139, 445, 515, 1801, 2103, 2105, 2107, 2179, 3389, 5985, 47001, 49664, 49665, 49666, 49667, 49668, 49669, 49670, 49674]"
,,"[""Dell Inc""]","[102, 135, 139, 445, 1027, 3389]"
,,"[""VMware, Inc""]","[135, 139, 445, 3142, 3389, 5693, 5985, 8333, 20031, 20032, 47001, 49664, 49665, 49666, 49667, 49668, 49670, 64123]"
,,"[""ABB Oy / Medium Voltage Products""]",
,,"[""Dell Inc""]","[80, 135, 139, 443, 445, 1433, 1434, 3389, 5985, 10000, 10001, 10010, 10021, 12001, 12002, 26026, 47001, 49664, 49665, 49666, 49667, 49668, 49669, 49698, 49729, 50231, 51724, 52111, 60000]"
,,"[""Seagate Cloud Systems Inc""]",
,,"[""Broadcom"", ""Dell Inc""]","[135, 139, 445, 3142, 3389, 5666, 8333, 8443, 12489, 49664, 49665, 49666, 49667, 49668, 49671, 49672, 49673, 52101]"
,,"[""Dell Inc"", ""Xerox Corporation""]","[135, 427, 445, 2463, 8819, 9000, 20109, 20110, 20171, 20183, 20501, 20502, 20503, 20504, 20505, 20506, 34383, 34417, 34418, 34420, 34497, 34498]"
"""hirschmann.railswitch.snmp""","""SWT-CI-001A""","[""Hirschmann Automation and Control GmbH""]","[23, 80, 2222]"
"""ethernetip""",,"[""Rockwell Automation""]",
"""emerson.deltav_controller""","""CIOC-A600-650-03""","[""Fisher-Rosemount Systems Inc""]",
,,"[""ipcas GmbH""]",
"""ethernetip""",,"[""Rockwell Automation""]",
,,"[""Dell Inc""]","[80, 135, 139, 445, 515, 1801, 2103, 2105, 2107, 2179, 5985, 47001, 49664, 49665, 49666, 49667, 49668, 49669, 49670, 49697, 62575]"
"""ethernetip""",,"[""Rockwell Automation""]",
,,"[""Bently Nevada Corp""]",
,,"[""VMware, Inc""]","[80, 111, 135, 139, 443, 445, 808, 1801, 2103, 2105, 2107, 3142, 3389, 4840, 5693, 5985, 7983, 8005, 8009, 8080, 8333, 8732, 8983, 9758, 12001, 12352, 17777, 20031, 20032, 47001, 49664, 49665, 49666, 49667, 49668, 49670, 49671, 49693, 49717, 49719, 50070, 52405, 52415, 61367, 61372, 63510]"
,,"[""VMware, Inc""]","[135, 139, 445, 3142, 3389, 5693, 5985, 8333, 20031, 20032, 47001, 49664, 49665, 49666, 49670, 49673, 49703, 49704, 49710]"
,,"[""VMware, Inc""]","[80, 111, 135, 139, 443, 445, 1801, 2103, 2105, 2107, 3142, 3389, 5693, 5985, 8005, 8009, 8081, 8333, 9758, 12001, 12352, 47001, 49152, 49153, 49154, 49155, 49179, 49183, 49195]"
"""cisco.ios""","""SVR-11-01""","[""Cisco Systems, Inc""]","[22, 80, 443, 21111]"
,,"[""VMware, Inc""]","[135, 139, 445, 1521, 3142, 3389, 5693, 5985, 8333, 20031, 20032, 47001, 49664, 49665, 49666, 49667, 49669, 49670, 49686, 49694, 50059, 51063, 60295, 60422]"
,,"[""Cisco Systems, Inc""]",
,,"[""VMware, Inc""]","[80, 135, 139, 443, 445, 3142, 3389, 5693, 5985, 8333, 41001, 41002, 47001, 49664, 49665, 49666, 49667, 49668, 49669, 49671, 55761, 55762]"
,,"[""Allied Telesis, Inc"", ""Hewlett Packard""]","[135, 445, 919, 5551, 5559, 6000, 6552, 6553, 6560, 6850, 8081, 10003, 49152, 49153, 49154, 49157, 49187, 49212, 50085]"
,,"[""Cisco Systems, Inc""]",
"""vmware.esxi""","""PE6VMW01""","[""Dell Inc""]",
,,"[""Dell Inc""]","[135, 139, 445, 1947, 8081, 18585, 24158, 50432, 50433, 50436, 50438, 50439, 50468, 50487, 52012, 58010, 58080, 59014, 62769]"
"""emerson.deltav_controller""","""MD-2023""","[""Fisher Controls""]",
,,"[""VMware, Inc""]",
,,"[""Broadcom Limited"", ""Dell Inc""]","[80, 135, 139, 443, 445, 3389, 8081, 8339, 47001, 49664, 49665, 49666, 49673, 49674, 49675, 49683, 49695, 49697, 52311]"
,,"[""VMware, Inc""]","[80, 135, 139, 443, 445, 2886, 3142, 3389, 3424, 4369, 5671, 5693, 5985, 6328, 6570, 6577, 6624, 6625, 6628, 8045, 8046, 8084, 8090, 8333, 9200, 9300, 15671, 15692, 20031, 20032, 25672, 27000, 47001, 49664, 49665, 49666, 49667, 49669, 49671, 49673, 49696, 49814, 52080, 52088]"
,,"[""VMware, Inc""]",
,,"[""VMware, Inc""]","[111, 135, 139, 445, 3142, 3389, 4840, 5693, 5985, 7777, 7983, 8005, 8009, 8080, 8333, 8732, 8983, 12001, 12345, 12346, 12347, 12348, 12350, 12352, 13001, 47001, 49664, 49665, 49666, 49667, 49669, 49670, 49694, 49706, 50070, 56549, 61200, 61317, 61345, 61375, 61463, 61497, 61528, 61558, 61591, 61643, 61903, 62001, 62399, 62401, 62403, 62552, 63510]"
"""ethernetip""",,"[""Rockwell Automation""]",
,,"[""VMware, Inc""]","[21, 80, 135, 139, 445, 3142, 3306, 3389, 5693, 5985, 8333, 20031, 20032, 47001, 49152, 49153, 49154, 49155, 49156, 49158, 49202]"
,,"[""VMware, Inc""]","[135, 139, 445, 3142, 3389, 5693, 5985, 8333, 9001, 9002, 20031, 20032, 47001, 49664, 49665, 49666, 49667, 49668, 49670, 49671, 58575, 58930]"
"""vmware.esxi""","""PVC2VMW01.braskem.corp.net""","[""Dell Inc""]",
,,"[""Dell Inc"", ""Broadcom""]","[135, 139, 445, 1044, 1093, 1219, 1243, 1332, 2869, 3060, 3389, 5241, 8082, 27000, 44818, 54967]"
"""emerson.deltav_controller""","""CIOC-A600-650-03""","[""Fisher-Rosemount Systems Inc""]",
,,"[""VMware, Inc""]","[135, 139, 445, 3142, 3389, 5432, 5693, 5985, 8333, 20031, 20032, 47001, 49664, 49665, 49666, 49668, 49671, 49674, 49691, 49712, 49728]"
,,"[""Siemens AG""]",
"""emerson.deltav_controller""","""CTRL-15-002""","[""Fisher-Rosemount Systems Inc""]",
,,"[""Bently Nevada Corp""]",
,,"[""Bently Nevada Corp""]",
"""vmware.esxi""","""PE2VMW02""","[""Dell Inc""]",
,,"[""Computational Systems, Inc""]",
"""ethernetip""",,"[""Rockwell Automation""]",
,,"[""Dell Inc""]","[80, 135, 139, 445, 1311, 2910, 3142, 3389, 3456, 4503, 5017, 9850, 40007, 40209, 40212, 40214, 40226, 40227, 40229, 40251, 40252, 40254, 40255, 43234, 50000, 50002, 50004, 51456, 51457, 51458, 51460, 51461, 51462, 51516, 51517, 51519, 51520, 51531, 55550, 55552, 55557]"
,,"[""Dell Inc"", ""Intel Corporate""]","[135, 139, 443, 445, 2886, 3389, 3424, 5040, 6624, 6625, 6628, 9753, 10000, 10001, 49357, 49664, 49665, 49666, 49667, 49668, 49669, 49670, 49673, 49718, 49752, 52080, 52088, 62938, 65370]"
"""ethernetip""",,,
,,"[""ipcas GmbH""]",
"""ethernetip""",,,
,,"[""Broadcom Limited"", ""Dell Inc""]","[80, 135, 139, 443, 445, 3389, 5985, 8339, 47001, 49664, 49665, 49666, 49667, 49668, 49669, 49670, 52311]"
,,"[""VMware, Inc""]","[80, 111, 135, 139, 445, 3142, 3389, 4840, 5693, 5985, 7777, 8333, 8732, 10014, 11111, 11112, 11113, 11114, 11115, 20014, 20031, 20032, 47001, 49664, 49665, 49666, 49668, 49669, 49670, 49707, 49723, 49753, 49783, 50051, 52007, 54541, 55155, 55160, 55165, 57020, 60017, 60018, 60019, 60020, 60021, 60022, 60023, 60025, 60026, 60027, 60028, 60792, 60876, 60883, 60893, 62551, 62552, 63500, 63501, 63510, 63511]"
,,"[""Intel Corporate""]",
,,"[""Arbor Technology Corp""]",
"""emerson.deltav_controller""","""BA205_06""","[""Fisher-Rosemount Systems Inc""]",
"""cisco.asa""","""DCXFW02""","[""Cisco Systems, Inc""]",[22]
,,"[""ipcas GmbH""]",
,,"[""ABB Oy / Medium Voltage Products""]",
,,"[""VMware, Inc""]","[135, 139, 445, 3142, 3389, 5693, 5985, 8333, 47001, 49664, 49665, 49666, 49667, 49669, 49691, 49694]"
"""dell.switch""","""UNIB4SAN00""","[""Brocade Communications Systems LLC""]","[22, 111, 199]"
,,"[""Broadcom"", ""Dell Inc""]","[135, 139, 445, 980, 1947, 3389, 5000, 6780, 17889, 18500, 18501, 18585, 18586, 25061, 49675, 50432, 50433, 50434, 50435, 50438, 50441, 50479, 51001, 52012, 54915, 55114, 55115, 55808, 57080, 58010, 58080]"
"""ethernetip""",,"[""Rockwell Automation""]",
,,"[""Schneider Electric""]",
"""hirschmann.railswitch.ssh_telnet""",,"[""Hirschmann Automation and Control GmbH""]",
,,"[""Dell Inc""]","[135, 139, 445, 1947, 3142, 3389, 3456, 4840, 5354, 5985, 7766, 8081, 8541, 8641, 9001, 9002, 9876, 10410, 10411, 10412, 10413, 21379, 21381, 43234, 47001, 49664, 49665, 49668, 49669, 49693, 49723, 49754]"
,,"[""VMware, Inc""]","[80, 135, 139, 445, 1332, 1801, 2103, 2105, 2107, 3060, 3389, 4255, 5241, 5666, 5985, 8082, 8333, 8443, 12489, 20031, 20032, 22350, 27000, 47001, 49664, 49665, 49666, 49667, 49668, 49669, 49680, 49682, 49683, 54967]"
"""siemens.s7""",,"[""Siemens AG""]",
"""bently_nevada.bn_3500""",,,
,,"[""VMware, Inc""]","[80, 111, 135, 139, 443, 445, 3142, 3389, 4840, 5693, 5985, 7777, 7983, 8005, 8009, 8080, 8333, 8983, 47001, 49664, 49665, 49667, 49668, 49670, 57159, 63510, 63511]"
,,"[""VMware, Inc""]","[80, 111, 135, 139, 443, 445, 1947, 3142, 3389, 4840, 5093, 5666, 5693, 5985, 6204, 7000, 7006, 7009, 7010, 7011, 7012, 7777, 8085, 8095, 8333, 9201, 12489, 20031, 20032, 27017, 47001, 49664, 49665, 49666, 49667, 49669, 49740, 49846, 62218, 62551, 62552, 64708]"
,,"[""ipcas GmbH""]",
"""ethernetip""",,"[""Rockwell Automation""]",
"""emerson.deltav_controller""","""CTRL-400""","[""Fisher Controls""]",
,,"[""VMware, Inc""]","[80, 135, 139, 445, 3142, 3389, 5693, 5985, 8333, 8530, 8531, 20031, 20032, 47001, 49664, 49665, 49666, 49667, 49669, 49670, 49680, 49701, 49702]"
,,"[""Siemens Industrial Automation Products Ltd, Chengdu""]",
,,"[""Microsoft Corporation""]","[135, 139, 445, 980, 1947, 3389, 5000, 17889, 18585, 49675, 50432, 50433, 50434, 50443, 50444, 50511, 50592, 52012, 55115, 58010, 58080, 60754, 61918]"
"""vmware.vcenter""","""q2vcenter01.braskem.corp.net""","[""VMware, Inc""]",
"""cisco.ios""","""SWT-SE35-07""","[""Cisco Systems, Inc""]",
,,"[""VMware, Inc""]","[135, 139, 445, 3142, 3389, 5693, 5985, 8333, 8443, 8444, 9000, 20031, 20032, 47001, 49664, 49665, 49666, 49668, 49687, 49689, 49707, 52054, 64898]"
"""cisco.ios""","""SWT-90-104""","[""Cisco Systems, Inc""]","[22, 80, 443, 21111]"
,,"[""Dell Inc""]","[80, 135, 139, 445, 515, 1801, 2103, 2105, 2107, 2179, 5985, 47001, 49664, 49665, 49666, 49667, 49668, 49669, 49670, 49686, 62575]"
"""dell.idrac""","""idrac-C9R5YL3""","[""Dell Inc""]",
"""ethernetip""",,"[""Rockwell Automation""]",
,,"[""VMware, Inc""]","[80, 135, 139, 443, 445, 3142, 3389, 5666, 5693, 5985, 8333, 8443, 12489, 20031, 20032, 41001, 41002, 47001, 49664, 49665, 49667, 49668, 49684, 49689, 49692, 55488, 55489]"
"""ethernetip""",,"[""Rockwell Automation""]",
,,"[""VMware, Inc""]","[111, 135, 139, 445, 3142, 3389, 4840, 5093, 5693, 5985, 7777, 8333, 10050, 20031, 20032, 47001, 49664, 49665, 49666, 49667, 49668, 49671, 49682, 57042, 62551, 62552]"
,,"[""ipcas GmbH""]",
"""palo_alto_networks.panos""","""PP3FWRNG01""","[""Palo Alto Networks""]",
"""ethernetip""",,"[""Rockwell Automation""]",
,,"[""Dell Inc""]","[135, 139, 445, 1311, 3389, 5357, 5985, 8333, 20031, 20032, 47001, 49664, 49665, 49666, 49667, 49668, 49669, 49670, 49682]"
,,"[""VMware, Inc""]","[80, 111, 135, 139, 445, 1801, 1947, 2049, 2103, 2105, 2107, 3142, 3389, 4840, 5354, 5357, 5693, 5985, 7777, 8333, 9758, 10013, 10014, 20014, 20031, 20032, 47001, 48620, 48621, 48622, 48623, 48625, 49664, 49665, 49666, 49667, 49668, 49680, 49685, 49686, 49716, 49735, 50051, 50340, 52007, 56894, 57954, 57959, 60017, 60018, 60019, 60020, 60021, 60361, 62067, 62072, 62120, 62551, 62552, 63500, 63501, 65140, 65215, 65238, 65243, 65248, 65253, 65259, 65322]"
,,"[""Intel Corporate"", ""Dell Inc"", ""VMware, Inc""]","[135, 139, 445, 902, 912, 3389, 5040, 5357, 5700, 8339, 8884, 9012, 49664, 49665, 49666, 49667, 49668, 49669, 50449, 59490, 59504]"
,,"[""Allied Telesis, Inc"", ""Hewlett Packard Enterprise""]","[21, 80, 135, 443, 445, 808, 919, 1433, 1434, 1801, 2103, 2105, 2107, 3306, 3389, 5026, 5413, 5551, 5559, 5985, 6523, 6552, 6553, 6560, 6767, 8090, 8702, 8731, 8732, 9080, 9110, 10001, 10004, 10005, 10006, 10007, 10008, 10009, 10010, 10011, 10012, 30000, 32568, 47001, 49728, 50085]"
"""emerson.deltav_controller""","""CI-09""","[""Fisher-Rosemount Systems Inc""]",
,,"[""Broadcom"", ""Dell Inc""]","[135, 139, 445, 515, 623, 705, 706, 709, 750, 751, 1947, 16992, 18585, 18703, 50000, 50001, 50002, 50003, 50014, 50022, 50025, 50027, 52012, 58010, 58080]"
,,"[""Broadcom Limited""]","[53, 80, 88, 111, 135, 139, 389, 445, 464, 593, 636, 980, 1947, 3268, 3269, 3389, 5000, 7147, 7777, 8081, 8732, 9389, 17889, 18585, 18587, 22350, 22352, 47001, 47625, 47626, 47627, 47628, 50432, 50433, 50434, 50435, 50436, 50441, 50443, 50446, 50549, 51001, 52012, 53570, 53577, 53582, 54915, 55357, 55808, 58010, 58080, 58878, 60982, 61011, 62551, 62552, 63510, 63511]"
,,"[""ipcas GmbH""]",
"""emerson.deltav_controller""","""BF_902""","[""Fisher-Rosemount Systems Inc""]",
,,"[""Dell Inc""]",
,,"[""Cisco Systems, Inc""]",
,,"[""Dell Inc""]",
"""ethernetip""",,,
,,"[""Intel Corporate"", ""Dell Inc""]","[135, 139, 445, 3142, 3389, 5693, 5985, 8333, 20031, 20032, 47001, 49664, 49665, 49666, 49667, 49668, 49669, 49672, 60205, 60215]"
"""cisco.ios""","""045-SWT-0013""","[""Cisco Systems, Inc""]",
,,"[""VMware, Inc""]","[80, 111, 135, 139, 443, 445, 1801, 2103, 2105, 2107, 3142, 3389, 5693, 5985, 7983, 8005, 8009, 8080, 8333, 8983, 9758, 12001, 12352, 20031, 20032, 47001, 49664, 49665, 49667, 49670, 49672, 49673, 49694, 49719, 49727, 49741, 60413, 63510, 63511]"
"""cisco.ios""","""055-SWT-0001""","[""Cisco Systems, Inc""]",
"""cisco.ios""","""SWT-8-01""","[""Cisco Systems, Inc""]",
"""ethernetip""",,,
,,"[""Lantronix""]",
"""vmware.esxi""","""PE1VMW01""","[""Broadcom Limited""]",
,,"[""Cisco Systems, Inc""]",
,,"[""Agilent Technologies, Inc""]",
"""siemens.s7""",,"[""Siemens AG""]",
,,"[""Schneider Electric""]",
,,"[""VMware, Inc""]","[135, 139, 445, 3142, 3389, 5985, 8333, 8338, 8339, 20031, 20032, 47001, 49664, 49665, 49666, 49667, 49668, 49669, 49670, 49671, 52311, 61378]"
"""cisco.ios""",,"[""Dell Inc""]",
,,"[""Elsag Bailey Process""]",
"""ethernetip""",,,
,,"[""Dell Inc""]",
,,"[""Siemens AG""]",
,,"[""VMware, Inc""]","[21, 23, 80, 135, 139, 445, 3142, 3306, 3389, 5693, 5985, 8333, 20031, 20032, 47001, 49152, 49153, 49154, 49155, 49156, 49157, 49158]"
,,"[""Lantronix""]",
,,"[""Siemens AG""]","[80, 102, 135, 139, 445, 623, 1801, 2103, 2105, 2107, 2382, 3389, 4410, 4840, 5040, 5354, 5357, 16992, 49664, 49665, 49666, 49667, 49668, 49669, 49670, 49671, 49672, 49674, 49685, 49691, 49925, 49926]"
,,"[""VMware, Inc""]","[135, 139, 445, 3142, 3389, 5457, 5463, 5464, 5465, 5468, 5693, 5985, 8333, 20031, 20032, 28002, 30002, 47001, 49664, 49665, 49666, 49667, 49668, 49671, 49674, 59611]"
,,"[""Siemens AG""]",
,,"[""Dell Inc"", ""Xerox Corporation""]","[135, 139, 427, 445, 2463, 8081, 8819, 9000, 20109, 20110, 20171, 20183, 20501, 20502, 20503, 20504, 20505, 20506, 24158, 34383, 34417, 34418, 34420, 34497, 34498]"
,,"[""VMware, Inc""]",
,,"[""VMware, Inc""]","[80, 111, 135, 139, 445, 3142, 3389, 4840, 5693, 5985, 7777, 8333, 8732, 10014, 11111, 11112, 11113, 11114, 11115, 12351, 20014, 20031, 20032, 47001, 49664, 49665, 49666, 49669, 49670, 49713, 49733, 49738, 49742, 50051, 50367, 51185, 51190, 52007, 53542, 56925, 56937, 56955, 56970, 60017, 60018, 60019, 60020, 60021, 62551, 62552, 63500, 63501, 63510, 63511, 65171, 65176]"
,,"[""VMware, Inc""]","[80, 135, 139, 443, 445, 3142, 3389, 5666, 5693, 5985, 8333, 12489, 20031, 20032, 41001, 41002, 47001, 49664, 49665, 49666, 49667, 49668, 49669, 51535, 51536]"
,,"[""VMware, Inc""]","[135, 139, 445, 3142, 3389, 5450, 5693, 5985, 8333, 20031, 20032, 47001, 49664, 49665, 49666, 49667, 49668, 49669, 49670]"
,,"[""Siemens AG""]",
,,"[""ipcas GmbH""]",
,,"[""VMware, Inc""]","[135, 139, 445, 3142, 3387, 3389, 5693, 5985, 8333, 10000, 47001, 49664, 49665, 49666, 49668, 49669, 49670, 49674, 49685, 49692, 49693]"
,,"[""Allied Telesis, Inc"", ""Hewlett Packard""]","[135, 445, 919, 5551, 5559, 6000, 6552, 6553, 6560, 6850, 10001, 49152, 49153, 49154, 49155, 49159, 49167, 49171]"
"""cisco.ios""","""UNIB4SWAUT17_6-SWT-9-001_CCR""","[""Cisco Systems, Inc""]","[22, 21111]"
,,"[""VMware, Inc""]","[135, 139, 443, 445, 800, 1433, 3142, 3389, 5693, 5985, 8333, 20031, 20032, 47001, 49664, 49665, 49666, 49667, 49669, 49711, 49712, 49722, 51740]"
,,"[""Dell Inc"", ""Xerox Corporation""]","[135, 139, 427, 445, 2463, 3389, 8819, 9000, 20109, 20110, 20171, 20183, 20501, 20502, 20503, 20504, 20505, 20506, 20507, 34383, 34417, 34418, 34419, 34420, 34497, 34498, 49666]"
,,"[""Intel Corporate"", ""Dell Inc""]","[135, 139, 445, 980, 1947, 3389, 5000, 8081, 17889, 18585, 49676, 50432, 50433, 50434, 50435, 50437, 50438, 50542, 51414, 52012, 58010, 58080, 63696]"
,,"[""VMware, Inc""]","[111, 135, 139, 445, 3142, 3389, 4840, 5457, 5463, 5468, 5472, 5693, 5985, 7777, 8333, 20031, 20032, 47001, 47625, 47626, 47627, 47628, 47629, 47630, 47631, 49664, 49665, 49666, 49667, 49668, 49670, 49732, 49755, 62551, 62552]"
"""ethernetip""",,"[""Rockwell Automation""]",
,,"[""ipcas GmbH""]",
"""cisco.ios""","""3-SWT-3-001""","[""Cisco Systems, Inc""]",
